,Bib,M/F,"X1, Age","X2, 5K Pace","X3, Half Pace","Y, Official Time","X4, Gender","X5, Wave: Elite","X6, Wave: One","X7, Wave: Two","X8, Wave: Three",Index,Yfit,Res,"lnY, Official Time",lnYfit,"Res, lnY",ti,hii,DFFITS,Cooks distance
6694,8478,F,36,4.556,4.67117,208.65,1,0,0,1,0,3406,209.21944287971638,-0.5694428797163766,5.340658207037562,5.3485888044912935,-0.007930597453731814,-0.0441141782760844,0.00047081722887614834,-0.0009574291107035525,1.0185999485154019e-07
25897,31092,M,46,6.49,7.5231699999999995,343.33,0,0,0,0,0,12929,358.225208399298,-14.895208399298042,5.838692083770577,5.923488787757469,-0.08479670398689176,-1.1545183727768633,0.0014107630008245104,-0.043394475025685636,0.00020922587530003236
11748,21109,F,46,5.31,5.31675,226.87,1,0,0,0,1,5927,236.93085900546606,-10.060859005466057,5.424377166208769,5.466230339570918,-0.04185317336214922,-0.7793742761164922,0.0003465147714988932,-0.014510494122105292,2.3395634913966683e-05
23377,25664,F,29,6.386,6.39175,293.08,1,0,0,0,0,11627,285.84159806624444,7.23840193375554,5.6804456092917635,5.647396286308304,0.03304932298345964,0.5607727010111749,0.0005214030409307066,0.012808164424740427,1.8228623664334303e-05
16032,23091,F,52,5.186,5.28404,241.93,1,0,0,0,1,8064,236.87200975109687,5.057990248903138,5.488648428115696,5.466198442579261,0.022449985536435513,0.39182228762715743,0.00038161845616695736,0.007655731688169757,6.512665981566882e-06
1055,757,M,35,3.91,3.9592400000000003,176.7,0,0,1,0,0,545,181.40191471758666,-4.701914717586675,5.174453379325651,5.21635568969502,-0.041902310369369644,-0.3642337759246067,0.0003570546283675996,-0.006883750117102578,5.265459513651822e-06
11116,26092,M,32,4.76,4.77545,224.77,0,0,0,0,0,5616,224.4904905167932,0.279509483206823,5.415077657156736,5.40544498735986,0.009632669796876492,0.021661215033373697,0.001199040247387465,0.0007505164552295496,6.259085436816223e-08
5025,9097,M,47,4.5360000000000005,4.51238,201.75,0,0,0,1,0,2535,206.47487479540445,-4.724874795404446,5.307029307150058,5.33901097997386,-0.03198167282380204,-0.3660254310665828,0.00042825123364210625,-0.007576237589503296,6.378127727802654e-06
5256,8274,M,45,4.776,4.74843,202.85,0,0,0,1,0,2653,216.49404164180973,-13.644041641809736,5.312466789652456,5.378007944702098,-0.06554115504964209,-1.0570017999971648,0.0004076593671561798,-0.021345826739552334,5.062669598346629e-05
16880,17108,F,48,5.093999999999999,5.28262,245.93,1,0,0,0,1,8448,238.6352385687361,7.2947614312639075,5.505046942593991,5.471693948842252,0.03335299375173939,0.5650917667798196,0.0003540220372040911,0.010634351639487982,1.2566142019322354e-05
24713,22682,F,45,5.556,6.5206800000000005,313.12,1,0,0,0,1,12324,305.04333267406963,8.076667325930373,5.746586503647766,5.725022284762267,0.021564218885498754,0.6258993243313014,0.0011050720860056704,0.02081804213395869,4.8156765453824136e-05
22302,26992,F,27,6.57,6.36711,281.25,1,0,0,0,0,11101,281.17210862968017,0.07789137031983273,5.63924395351863,5.630532937107992,0.008711016410638095,0.006034952095939579,0.0007307943660479002,0.00016320376386534438,2.959721160061146e-09
23382,19977,F,41,5.454,5.70447,293.17,1,0,0,0,1,11631,257.947349619951,35.222650380049004,5.68075264554151,5.545760752352414,0.13499189318909632,2.7292911505687183,0.000365324813669256,0.052175761533710875,0.00030233089989663574
6050,10256,F,30,4.5,4.4972199999999996,206.22,1,0,0,1,0,3074,200.05772059120943,6.1622794087905675,5.328943560089797,5.312690505146115,0.016253054943682343,0.4774028487764531,0.0005254451112507682,0.010946185735817042,1.3314000531842687e-05
782,766,M,40,3.884,3.8928800000000003,173.23,0,0,1,0,0,406,177.61733926570412,-4.387339265704128,5.154620191290849,5.202669758549839,-0.04804956725898979,-0.3398687746832536,0.0003794331127922859,-0.006621574788272315,4.872021844539444e-06
14066,16133,M,57,4.706,5.08591,234.53,0,0,0,0,1,7047,240.28804506873735,-5.758045068737346,5.457583511473486,5.476231723799772,-0.018648212326286107,-0.44613110466897954,0.0007293254920847365,-0.012052624584571181,1.6141621326408716e-05
856,1942,M,31,3.966,4.01564,174.37,0,0,1,0,0,451,183.99976328704966,-9.629763287049656,5.1611794783294025,5.225889814181673,-0.06471033585227026,-0.745985994365593,0.0003690579187729991,-0.014333692808003801,2.282907404614622e-05
10047,20619,F,49,5.136,5.14042,221.08,1,0,0,0,1,5091,229.27519734567613,-8.195197345676121,5.398524626965062,5.4367170648607095,-0.0381924378956473,-0.6348541834523712,0.00037843528461527497,-0.012352418260680436,1.6954350137405368e-05
9325,19065,F,51,4.93,4.91385,218.53,1,0,0,0,1,4738,219.21888642893808,-0.6888864289380763,5.386923304882061,5.397782675897282,-0.010859371015220276,-0.053367033544202025,0.0004588111090443646,-0.0011433775946647897,1.4526792034693448e-07
23556,29024,F,21,6.6,6.5329999999999995,295.27,1,0,0,0,0,11727,290.92646484183706,4.343535158162922,5.68789019198734,5.666654537677424,0.021235654309916363,0.33654579451178573,0.0007974148612758538,0.009507351619024228,1.0043979923996819e-05
5863,11379,F,47,4.584,4.7422699999999995,205.52,1,0,0,1,0,2973,212.43619439045193,-6.9161943904519205,5.3255433528016285,5.362622517165882,-0.03707916436425318,-0.5358226162159118,0.0005680353516064514,-0.012774152757736842,1.81319788196812e-05
2351,1387,M,34,3.93,4.14125,187.3,0,0,1,0,0,1186,192.049760591297,-4.74976059129699,5.2327116094500425,5.256570879893018,-0.023859270442975422,-0.36794378363930036,0.00037655955267032297,-0.007141346224872916,5.6669081340162e-06
9678,16253,M,56,4.553999999999999,4.80768,219.73,0,0,0,0,1,4911,226.310679099695,-6.580679099695004,5.392399519909175,5.422331938984137,-0.029932419074961913,-0.5098720244739773,0.0007386308802541052,-0.013862302286480886,2.13526910880457e-05
16232,22798,F,46,5.513999999999999,5.49354,242.87,1,0,0,0,1,8143,243.92474993329063,-1.0547499332906227,5.49252632076413,5.49388653487996,-0.001360214115829983,-0.08170649075617539,0.0003739038854113144,-0.0015802207296705412,2.774762056307855e-07
22704,31302,F,27,5.994,6.25288,285.47,1,0,0,0,0,11297,284.592282113382,0.8777178866180293,5.654136944765793,5.640023010478684,0.014113934287109053,0.06799720238788844,0.0005077555452233735,0.0015325994597156815,2.610042875746847e-07
16935,22917,F,55,5.226,5.31675,246.18,1,0,0,0,1,8470,237.97246372177108,8.207536278228929,5.506062975682149,5.471062617986598,0.03500035769555154,0.6358250087196331,0.000425411580402286,0.013117004165700356,1.9118175441728313e-05
14922,9906,M,51,4.8839999999999995,5.06837,237.55,0,0,0,1,0,7501,233.5127211035441,4.037278896455916,5.47037812763293,5.443917523942384,0.02646060369054659,0.3127542039079979,0.00040083542201652155,0.006262868030257684,4.358466917995653e-06
19129,14808,F,42,5.2860000000000005,5.35846,257.78,1,0,0,1,0,9561,237.22974047505318,20.550259524946796,5.552106507976633,5.4597623197017136,0.09234418827491986,1.592188712194554,0.0005051099361572685,0.035792926405789106,0.00014233159082667967
2654,3137,M,46,4.3260000000000005,4.35976,189.25,0,0,1,0,0,1342,197.50985215890017,-8.259852158900173,5.243068892317559,5.281437042362023,-0.038368150044464144,-0.6398605145626654,0.0003708949578166621,-0.012325124908907368,1.687950158394116e-05
23290,27781,F,26,6.446000000000001,6.60031,292.05,1,0,0,0,0,11589,297.47458253998064,-5.4245825399806336,5.676925020486318,5.691264010427104,-0.014338989940785751,-0.4202604710603674,0.0005689247018393629,-0.010026965342775286,1.1171813130770814e-05
14978,21136,M,61,5.354,5.41439,237.73,0,0,0,0,1,7527,248.27123465280056,-10.541234652800568,5.471135575910181,5.510899021288538,-0.039763445378357076,-0.8166796622581451,0.000568719970736955,-0.019481595019064976,4.21713487984043e-05
6679,10310,M,49,4.513999999999999,4.55978,208.58,0,0,0,1,0,3400,209.61867844732163,-1.0386784473216153,5.340322660693067,5.351074115912197,-0.010751455219129902,-0.0804635525711124,0.0004247014550973928,-0.001658568145841073,3.056728630027658e-07
14537,17384,M,60,4.97,5.0352,236.2,0,0,0,0,1,7299,232.36424384553348,3.835756154466509,5.464678903763262,5.448319787026575,0.016359116736686552,0.2971699642647331,0.00058345022571823,0.007180150538445354,5.728681085546218e-06
19806,27571,F,33,5.956,5.85994,261.8,1,0,0,0,0,9889,261.3159618829922,0.484038117007799,5.5675808534758,5.552737990668092,0.014842862807707746,0.037498521546402284,0.0005010319595227389,0.0008395676280315581,7.832524841915638e-08
18735,21054,F,47,4.78,4.90722,255.68,1,0,0,0,1,9360,221.70520990981672,33.97479009018329,5.54392666257791,5.405665347874959,0.13826131470295078,2.632649522471954,0.0004434270043440671,0.05544985638811625,0.00034147811041688764
1701,4721,M,31,4.204,4.1805900000000005,182.33,0,0,1,0,0,868,189.6733709229737,-7.3433709229736905,5.205818232051113,5.248758069100454,-0.04293983704934057,-0.5688573463912515,0.00035378539362164235,-0.010701635568688509,1.2725653808811342e-05
18347,22134,M,65,5.58,5.62626,253.57,0,0,0,0,1,9179,256.7788541196902,-3.2088541196902156,5.535639919035516,5.545029331730694,-0.009389412695178123,-0.24861015841237066,0.0006543808859637865,-0.006361745869521066,4.497188103759868e-06
4539,2500,M,24,4.176,4.21519,199.45,0,0,1,0,0,2293,192.61381099749136,6.8361890025086325,5.295563578351415,5.258620321302647,0.036943257048768,0.5295968200767684,0.0004647834431544986,0.011420145657132189,1.4491872264624446e-05
18259,22291,F,55,5.456,5.58265,252.98,1,0,0,0,1,9131,249.86471074819633,3.1152892518036595,5.533310434219396,5.51739077912682,0.01591965509257598,0.2413320773836492,0.00041428888575386285,0.004913112095139666,2.68226624043525e-06
23148,10351,M,45,5.096,6.14149,290.13,0,0,0,1,0,11519,294.6155439151737,-4.485543915173707,5.670329098396982,5.6752329092191935,-0.004903810822211696,-0.3476657026668577,0.0014680162700258952,-0.013330495537764732,1.9745996723012683e-05
26337,25311,M,45,7.144,7.57673,363.77,0,0,0,0,0,13138,349.8105843608504,13.959415639149597,5.896521799792072,5.895429250611176,0.001092549180895297,1.081775684933379,0.0010354114640930131,0.03482720749633659,0.0001347687453633588
5020,4697,M,33,4.33,4.32374,201.72,0,0,1,0,0,2530,195.93460251968193,5.785397480318068,5.306880597208525,5.273489282819758,0.033391314388766524,0.4481625501477157,0.00033757371528209937,0.008235561033061395,7.536508898965943e-06
14921,28144,M,28,5.28,5.32907,237.55,0,0,0,0,0,7499,248.72015030721516,-11.170150307215152,5.47037812763293,5.49952175466937,-0.029143627036440023,-0.8655604945220423,0.0009221076014907611,-0.026295931088408307,7.683212847709506e-05
2197,2632,M,46,4.27,4.33701,186.23,0,0,1,0,0,1107,197.14155921457146,-10.911559214571469,5.226982468943414,5.2797104908132635,-0.05272802186984915,-0.8452862839682789,0.00036602603986677875,-0.016174814534475303,2.9070032773561247e-05
16522,24296,M,67,5.23,5.38121,244.25,0,0,0,0,0,8283,250.75955634607092,-6.509556346070923,5.498192290922892,5.512983265559122,-0.014790974636230025,-0.5044449946574333,0.001070118613864834,-0.01651057787679625,3.0290512163459914e-05
15388,18704,F,43,4.97,5.18687,239.15,1,0,0,0,1,7746,235.34427177488118,3.805728225118827,5.477090970126306,5.4577374188409085,0.019353551285397508,0.2948129115469868,0.00037553511499901305,0.005714172383173131,3.6282254737780796e-06
19967,23174,F,54,5.62,5.7817300000000005,262.67,1,0,0,0,1,9978,258.9661407459268,3.7038592540732225,5.570898491464577,5.552619928264915,0.01827856319966248,0.2869277151190974,0.00041867619680926294,0.005872223390214554,3.831712191555906e-06
4369,4203,M,45,4.266,4.401,198.68,0,0,1,0,0,2217,201.115360587121,-2.4353605871209822,5.2916954902391495,5.294553207640692,-0.0028577174015422813,-0.18865382362208918,0.0003500130874280491,-0.0035300736895627826,1.3847036183868927e-06
13845,14154,M,51,5.03,5.05131,233.85,0,0,0,1,0,6941,229.87645234392622,3.9735476560737766,5.454679884171895,5.4310433724195715,0.02363651175232384,0.30781989242802327,0.00041879818732839413,0.006300717944994355,4.411308301808181e-06
2881,3500,M,41,4.303999999999999,4.3427,190.35,0,0,1,0,0,1464,197.13173767017165,-6.781737670171651,5.248864482828506,5.279100624120033,-0.03023614129152641,-0.5253403200158631,0.0003198437964834605,-0.00939678227960671,9.811596694183292e-06
16553,23139,F,52,5.64,5.74097,244.4,1,0,0,0,1,8300,256.2577107468363,-11.857710746836318,5.4988062272974405,5.542190649079223,-0.04338442178178248,-0.9186042077069353,0.0004048716133657252,-0.018487365571082385,3.7976304149253794e-05
2916,4273,M,27,4.33,4.340330000000001,190.53,0,0,1,0,0,1481,197.23957514486816,-6.709575144868154,5.249809662482993,5.277491461179953,-0.027681798696960414,-0.5197747512403283,0.0004142431589663124,-0.010581148807766868,1.2440768112584435e-05
2210,3756,F,45,4.306,4.340330000000001,186.38,1,0,1,0,0,1114,189.7323816441531,-3.3523816441530983,5.22778760035751,5.252552156688719,-0.024764556331209775,-0.2597716522694192,0.0009733172665731959,-0.008108311535004424,7.3054855559290494e-06
16434,28627,F,28,5.836,5.68646,243.88,1,0,0,0,0,8247,253.27533958320058,-9.395339583200581,5.496676301039615,5.520850718728337,-0.024174417688721306,-0.7279058184435883,0.0005903970482983554,-0.017691942556996507,3.4779555815675244e-05
1836,2000,M,33,4.146,4.2588,183.55,0,0,1,0,0,935,195.3149096904403,-11.764909690440277,5.212487109942844,5.2700482021907,-0.057561092247856216,-0.9113804142236128,0.0003299871180820356,-0.016558456522106076,3.0465111973625014e-05
21900,21660,M,63,5.093999999999999,5.214840000000001,277.38,0,0,0,0,1,10908,240.80627981661027,36.573720183389725,5.625388407228189,5.481438070942443,0.14395033628574616,2.8343616662153446,0.0005893150184553087,0.0688267125055697,0.0005260653949795244
5082,9788,M,48,4.766,4.73658,202.02,0,0,0,1,0,2563,215.8063325010088,-13.786332501008786,5.308366702401038,5.375814004140779,-0.06744730173974123,-1.0680239538375602,0.0004038286461739955,-0.021466797657981526,5.120205343969538e-05
10953,20590,F,46,5.32,5.31675,224.25,1,0,0,0,1,5543,236.75212498880182,-12.502124988801825,5.412761500938905,5.465614392409398,-0.05285289147049266,-0.968503114776089,0.00034988339343203803,-0.018119185711133853,3.647849288511951e-05
12253,9045,M,48,4.704,5.05131,228.45,0,0,0,1,0,6162,235.8564349617382,-7.406434961738199,5.431317368009281,5.451237142465512,-0.019919774456231387,-0.5737738002866374,0.0004619715728716256,-0.01233527053410276,1.6907405228234438e-05
20889,20879,F,50,5.57,5.7367,269.12,1,0,0,0,1,10434,257.3540290269455,11.765970973054493,5.5951573767845835,5.545606739304934,0.049550637479649495,0.9114794177851686,0.0003668026804415034,0.017459941384322178,3.387260762724875e-05
11449,13007,M,51,4.96,5.0456199999999995,225.85,0,0,0,1,0,5781,230.7851391392475,-4.935139139247497,5.419871062100613,5.434060469861551,-0.014189407760937911,-0.3823090813071463,0.00040088844196066816,-0.007656203197517807,6.513471865639559e-06
16782,19112,F,39,5.48,5.4878599999999995,245.48,1,0,0,0,1,8400,244.5481880235879,0.9318119764120922,5.503215477520897,5.494954246996035,0.008261230524861496,0.07218351688210976,0.0003864350587697953,0.0014192543282059923,2.2382610681065325e-07
6410,13117,F,36,4.666,4.69013,207.62,1,0,0,1,0,3268,208.39447186906114,-0.7744718690611307,5.3357094857651,5.346126977942525,-0.01041749217742538,-0.05999716892917184,0.00045726604504571717,-0.001283259687227233,1.8298666497069417e-07
24813,28147,F,40,6.496,7.19659,315.05,1,0,0,0,0,12377,331.7527012047375,-16.70270120473748,5.752731356388065,5.823312521358812,-0.07058116497074707,-1.2942018134657822,0.00074552489896435,-0.035350456736380154,0.00013884341886485736
4662,9053,M,45,4.434,4.44508,200.05,0,0,0,1,0,2359,204.3496960969717,-4.299696096971701,5.298567335303244,5.330058137080133,-0.03149080177688912,-0.3330907826070042,0.0004479418521888661,-0.007051324914305265,5.524948746605714e-06
8815,14734,F,40,5.104,5.07501,216.6,1,0,0,1,0,4488,223.52549663311146,-6.9254966331114645,5.37805233456689,5.406560737640576,-0.02850840307368596,-0.5365200060532807,0.00048121259153610494,-0.011772235224834046,1.5399223789411972e-05
17672,18711,F,48,5.614,5.68409,250.05,1,0,0,0,1,8836,253.5034479049539,-3.45344790495389,5.521660897864913,5.531003191789117,-0.00934229392420427,-0.2675229918313691,0.00037428264849981833,-0.0051765718859350515,2.977642791335571e-06
14294,17887,F,44,5.456,5.4689,235.3,1,0,0,0,1,7164,243.58062370000056,-8.280623700000547,5.4608612957333165,5.49192910698845,-0.03106781125513347,-0.641463921565288,0.00035301031076100174,-0.012054316743968736,1.6145893750541768e-05
13150,20036,F,43,5.056,5.15701,231.42,1,0,0,0,1,6588,232.01004210417614,-0.590042104176149,5.444234241448191,5.44564682051307,-0.001412579064878905,-0.04570720010538375,0.0003492259962551115,-0.0008543065726271601,8.109944538802982e-08
6515,12932,F,38,4.876,4.884469999999999,208.0,1,0,0,1,0,3323,216.23519592241516,-8.235195922415159,5.337538079701318,5.377330479500269,-0.03979239979895155,-0.637973848623854,0.0004442889231831604,-0.013450304525255368,2.0102092817589655e-05
21021,24459,F,46,5.303999999999999,5.60398,270.02,1,0,0,0,0,10492,256.90042768228966,13.119572317710322,5.5984960303291,5.534170716006871,0.06432531432222888,1.0165664059364266,0.0007977914847588125,0.028724584759918396,9.167774192251252e-05
17514,1461,M,25,4.044,4.19102,249.25,0,0,1,0,0,8749,193.46734965320877,55.78265034679123,5.518456408841947,5.261213939591172,0.25724246925077576,4.324473237183002,0.0004617003992516735,0.09294234351851238,0.0009585208983030841
13811,18870,F,35,5.2860000000000005,5.28404,233.75,1,0,0,0,1,6927,235.95310707361762,-2.203107073617616,5.4542521681687965,5.460684362252787,-0.006432194083990872,-0.17066824235480912,0.00041850690464079437,-0.003492166374497539,1.355124977104287e-06
18692,17332,M,60,5.15,5.3110599999999994,255.45,0,0,0,0,1,9341,245.74960122952066,9.700398770479325,5.543026695776807,5.4999936849549105,0.04303301082189659,0.7515283807001959,0.0005559371419644882,0.01772470373385038,3.4908389032024746e-05
22231,22849,M,60,5.71,6.185569999999999,280.58,0,0,0,0,1,11066,288.3726764395314,-7.792676439531419,5.636858889290626,5.664460535221633,-0.027601645931007113,-0.6037915862099047,0.0007764475997993599,-0.01683107292543811,3.1477631163507686e-05
2680,6455,M,45,4.396,4.43749,189.37,0,0,1,0,0,1358,200.98796049970773,-11.61796049970772,5.243702773274814,5.294847739498636,-0.051144966223822586,-0.900009354067549,0.0003593289860143365,-0.01706362076579366,3.235237251566473e-05
18843,23491,F,54,5.746,5.7841,256.3,1,0,0,0,1,9417,256.8567300325389,-0.5567300325388942,5.546348633370026,5.545398193058248,0.0009504403117777116,-0.0431294019633358,0.0004743194798339884,-0.0009395327827093398,9.808763722900864e-08
13714,14594,F,35,4.906000000000001,5.20109,233.38,1,0,0,1,0,6872,234.9079483130581,-1.5279483130581184,5.452668026377961,5.447630790681342,0.005037235696619291,-0.11836817503208369,0.00046189940246085,-0.002544538201570399,7.194621425757785e-07
3908,2946,M,37,4.106,4.3171,196.32,0,0,1,0,0,1990,199.33427941072247,-3.01427941072248,5.279745980962601,5.285623975143663,-0.00587799418106183,-0.23349762285723594,0.0003330067386718981,-0.0042616845300327095,2.0181398426919714e-06
10104,6519,M,41,5.016,5.01481,221.32,0,0,1,0,0,5121,224.85665908930153,-3.536659089301537,5.399609618029909,5.388157025477888,0.011452592552021024,-0.27399298497965274,0.0005491232511189297,-0.006422345030603251,4.583267972752744e-06
14525,19784,F,46,5.316,5.31722,236.18,1,0,0,0,1,7292,236.8519054357179,-0.6719054357178891,5.464594226173135,5.46596770103915,-0.0013734748660150231,-0.05204866424181548,0.0003483434860103073,-0.0009716035439967661,1.0489832392294911e-07
13402,17083,M,55,5.136,5.2266900000000005,232.35,0,0,0,0,1,6721,241.17746289501596,-8.82746289501597,5.448244855530987,5.481850801554169,-0.03360594602318212,-0.6838909933917569,0.000541143610260609,-0.01591331616023627,2.813820705428429e-05
8048,16395,F,34,4.476,4.78256,213.87,1,0,0,0,1,4095,220.30019028217922,-6.430190282179211,5.365368353797646,5.396522262221544,-0.031153908423897647,-0.49820264028033606,0.0007014638427747118,-0.013199608317099041,1.9359955885544775e-05
24224,25675,F,24,6.626,7.06245,304.6,1,0,0,0,0,12086,322.1733273421052,-17.573327342105188,5.718999440461062,5.78539442536178,-0.06639498490071816,-1.3616999710099222,0.0007877805681203521,-0.03823448035130023,0.00016242007812643377
3072,3309,M,43,4.296,4.4137900000000005,191.47,0,0,1,0,0,1564,201.45109081690808,-9.981090816908079,5.254731138385114,5.295691149215803,-0.04096001083068934,-0.7731877606368563,0.00032863928306917317,-0.014018969236904032,2.1837499825982647e-05
18153,16170,F,30,4.85,5.4793199999999995,252.37,1,0,0,0,1,9076,255.75421419128375,-3.3842141912837462,5.530896264648732,5.532157659329247,-0.0012613946805153375,-0.26222821036741956,0.0008962294664992704,-0.00785387023482541,6.85418202298298e-06
2873,3638,F,53,4.244,4.29103,190.3,1,0,1,0,0,1460,187.4647470940237,2.8352529059763185,5.248601774302104,5.244851065709258,0.003750708592845875,0.21973550206914794,0.0012973368177621766,0.007919695756700281,6.969568037717969e-06
5354,5988,M,43,4.42,4.49579,203.33,0,0,1,0,0,2711,204.16993986245524,-0.8399398624552248,5.31483027492225,5.306709235778595,0.008121039143654585,-0.06506495409596931,0.00033672369070759337,-0.0011941450840464885,1.5845447487138406e-07
24577,29128,F,41,6.794,7.0894699999999995,310.92,1,0,0,0,0,12252,319.9283507635441,-9.008350763544058,5.739535644362019,5.780548445704618,-0.04101280134259877,-0.6979212724023557,0.0005864530218038473,-0.01690637251113845,3.175961777951293e-05
5375,8016,M,40,4.496,4.5157,203.4,0,0,0,1,0,2720,207.74721619411068,-4.347216194110672,5.315174483614459,5.342495851634299,-0.0273213680198392,-0.3367754015519933,0.00046740732343677864,-0.007282653360949192,5.8934010551722495e-06
2627,2976,M,43,4.224,4.319,189.12,0,0,1,0,0,1327,197.03306172129936,-7.913061721299357,5.242381734217734,5.278560282740339,-0.0361785485226056,-0.6129828435277687,0.00033077235746755015,-0.011150254032964746,1.3814895176467178e-05
22647,24676,M,70,5.763999999999999,5.79453,284.92,0,0,0,0,0,11271,265.9374738673076,18.982526132692442,5.6522084391101535,5.574012285041968,0.07819615406818503,1.471012256287913,0.0009246753860496302,0.044751935539668004,0.00022250653504928916
2797,5778,M,43,4.21,4.20666,189.88,0,0,1,0,0,1416,190.52213267713785,-0.6421326771378517,5.246392293683117,5.253864119795528,-0.007471826112411151,-0.04974227986041491,0.0003459752188348363,-0.00092538684947484,9.515618528841268e-08
19847,11895,M,50,4.974,5.45325,262.07,0,0,0,1,0,9912,255.11911243843983,6.950887561560165,5.568611643648579,5.525976065828632,0.04263557781994631,0.538507368324309,0.000556482520647529,0.012706861201574491,1.794144712766418e-05
16691,31107,M,49,5.426,5.35135,245.08,0,0,0,0,0,8360,246.37877453940843,-1.298774539408413,5.501584687857454,5.494800603936744,0.00678408392071006,-0.10062279810552621,0.0006294323559061204,-0.0025252689831320695,7.086069589293629e-07
10132,20294,F,41,5.07,4.94229,221.42,1,0,0,0,1,5135,218.93911053647633,2.4808894635236527,5.40006135043132,5.3960094459124806,0.004051904518839855,0.1921878941795573,0.00042483107636949317,0.003962109169266821,1.7443840836004644e-06
11669,15236,M,57,5.006,5.03472,226.62,0,0,0,1,0,5888,229.00044135873426,-2.3804413587342594,5.423274605952421,5.4285194672470265,-0.005244861294605663,-0.18441074986987246,0.0004716965340139763,-0.004006083785492666,1.7833204628067843e-06
2480,7571,M,51,4.404,4.39957,188.2,0,0,1,0,0,1256,198.25625959195756,-10.05625959195757,5.23750522715128,5.285500012152769,-0.04799478500148968,-0.7790684604073146,0.0004760985351595824,-0.017003074338141157,3.2123684752467284e-05
13423,19235,F,48,5.306,5.36651,232.43,1,0,0,0,1,6730,239.89497747630418,-7.4649774763041705,5.448589104426336,5.477721694545626,-0.029132590119290036,-0.5782742973325752,0.0003413754112712024,-0.010686220941340606,1.2689009762810757e-05
648,808,M,57,4.024,3.99479,171.18,0,0,1,0,0,339,180.38005509624222,-9.20005509624221,5.142715634453464,5.2165866652251,-0.07387103077163637,-0.7128167380518622,0.0007059582937108241,-0.018946140886821814,3.988551752809691e-05
10169,9642,M,55,4.79,4.896319999999999,221.57,0,0,0,1,0,5150,224.63369355283166,-3.0636935528316656,5.400738566647185,5.410412451139785,-0.009673884492600315,-0.23733663133408064,0.00042721541370698734,-0.004906604118528124,2.6751654007989377e-06
18063,7314,F,33,4.494,4.89869,251.93,1,0,1,0,0,9037,220.58996304647874,31.340036953521263,5.529151271146253,5.368460481365347,0.16069078978090534,2.4287812541305414,0.0007639142510488671,0.0671547371403104,0.0005008980347195256
24967,27144,F,57,6.306,7.02358,318.32,1,0,0,0,0,12457,323.86764358175253,-5.5476435817525385,5.763057166118673,5.795008597058837,-0.03195143094016384,-0.4298800665575873,0.0009665066917760763,-0.013370871523884994,1.9865696539753684e-05
21060,30314,M,62,5.52,5.6466400000000005,270.27,0,0,0,0,0,10510,261.8065352231908,8.46346477680919,5.599421459331459,5.55569863493235,0.043722824399108795,0.6557530929312492,0.0007334912464784854,0.017766306466698384,3.507281140547119e-05
12867,13355,M,55,5.16,5.2319,230.48,0,0,0,1,0,6453,238.21733887498394,-7.737338874983948,5.440164090776273,5.4639702584767464,-0.0238061677004735,-0.5994110424871868,0.00046715130398879937,-0.012958507559254238,1.8659009483360724e-05
21423,28486,M,19,5.01,5.4068,273.38,0,0,0,0,0,10670,258.68389168009486,14.696108319905136,5.610862768724507,5.534178368845329,0.07668439987917797,1.1391782884901775,0.001574784341716597,0.04524227890891952,0.00022742417151201024
11132,17477,M,56,5.05,5.003909999999999,224.8,0,0,0,0,1,5624,229.25552860149043,-4.455528601490414,5.415211118019536,5.436425274271262,-0.021214156251726735,-0.34518487265197006,0.0005746556362984316,-0.008277142098990298,7.612851384407623e-06
9465,6355,M,39,4.343999999999999,4.42707,218.98,0,0,1,0,0,4809,201.5967594686518,17.38324053134818,5.388980401445279,5.2959077942550055,0.09307260719027344,1.3466469621424877,0.00031029664542165964,0.0237251893107611,6.253887260118942e-05
5156,10363,M,51,4.684,4.701980000000001,202.38,0,0,0,1,0,2603,215.03630484254185,-12.656304842541857,5.310147118301614,5.372879027489134,-0.06273190918752025,-0.9804770182900951,0.0004093675605765123,-0.01984189021187141,4.374464029650341e-05
8738,17077,F,54,4.834,4.91765,216.37,1,0,0,0,1,4441,221.01018142701864,-4.640181427018632,5.376989905199339,5.404446414594217,-0.027456509394878204,-0.35947985071359617,0.0005143888574716667,-0.008155151919186147,7.390099895366272e-06
13967,27951,F,28,5.19,5.15085,234.23,1,0,0,0,0,6996,232.58599427997765,1.644005720022335,5.456303538604819,5.438784200024092,0.017519338580727073,0.12738177961458097,0.0008193202813504489,0.0036476415223779335,1.4784758142105794e-06
19445,29856,M,49,5.956,5.81491,259.52,0,0,0,0,0,9708,264.8051220103288,-5.2851220103287915,5.558833770927048,5.567620004228103,-0.008786233301054658,-0.4094455475009602,0.0005185796084474616,-0.009326453039905985,9.66535804003109e-06
3831,11575,M,45,4.684,4.63325,195.87,0,0,0,1,0,1947,211.2063131907975,-15.336313190797483,5.277451173866652,5.357470040823508,-0.08001886695685645,-1.188121017601658,0.0004176336821689361,-0.024285617138401924,6.553030798873057e-05
7245,7582,M,41,4.74,4.81005,210.87,0,0,1,0,0,3693,217.466285162733,-6.596285162732983,5.3512418298559234,5.358572191155003,-0.007330361299079158,-0.5109952642864897,0.0004024777550856584,-0.010253573072248801,1.1682406419760023e-05
