,Bib,M/F,"X1, Age","X2, 5K Pace","X3, Half Pace","Y, Official Time","X4, Gender","X5, Wave: Elite","X6, Wave: One","X7, Wave: Two","X8, Wave: Three",Index,Yfit,Res,"lnY, Official Time",lnYfit,"Res, lnY",ti,hii,DFFITS,Cooks distance
4733,6684,M,39,4.513999999999999,4.56689,200.38,0,0,1,0,0,2386,206.97331523599777,-6.593315235997778,5.300215563831117,5.317247160088971,-0.017031596257853998,-0.510747960358164,0.00033504452162638775,-0.00935041028698964,9.715008682388788e-06
9667,11705,M,54,4.976,5.024290000000001,219.7,0,0,0,1,0,4905,229.06216996879394,-9.36216996879395,5.392262979390565,5.428108270566298,-0.03584529117573343,-0.7252768236576786,0.0004276051036097739,-0.015000927526415263,2.5003991442690872e-05
21880,30847,M,37,6.1739999999999995,6.19126,277.18,0,0,0,0,0,10898,284.17227201380894,-6.992272013808929,5.624667114640657,5.640271367092585,-0.015604252451928424,-0.5417134050517003,0.0005556721041877474,-0.012773195998861156,1.8129254086845858e-05
21277,26674,M,45,5.5760000000000005,5.58597,271.97,0,0,0,0,0,10602,258.02265243608315,13.947347563916878,5.605691766095507,5.5390916820073715,0.06660008408813578,1.0805648080822323,0.0005258414475693683,0.024785200801324354,6.825537363267377e-05
4033,1827,M,33,3.93,4.25643,197.0,0,0,1,0,0,2056,199.0329265538062,-2.032926553806192,5.2832037287379885,5.282813461851053,0.0003902668869351089,-0.15748614807251493,0.000435228086185069,-0.003286210255957379,1.199997478749669e-06
8216,15254,F,37,5.01,4.95319,214.45,1,0,0,1,0,4176,218.0271418104964,-3.577141810496414,5.3680766109628895,5.384749248454315,-0.016672637491425668,-0.2771184249878999,0.00047074231459727343,-0.006013942420130128,4.018893127839094e-06
8232,26933,F,24,4.35,4.84276,214.52,1,0,0,0,0,4191,229.26166520459955,-14.741665204599542,5.368402974114725,5.420582019762692,-0.052179045647967826,-1.1428809927113994,0.0018734760575247807,-0.04951448717404514,0.00027240305131437224
15438,16654,F,30,5.314,5.4926,239.3,1,0,0,0,1,7772,248.2602095170514,-8.960209517051396,5.477717994914328,5.506599045675364,-0.02888105076103642,-0.6941690753749074,0.0005221823543578235,-0.015866815742270838,2.7973971518559568e-05
11233,1604,M,19,4.006,4.49959,225.08,0,0,1,0,0,5665,213.02425966148175,12.055740338518262,5.416455894565078,5.333985127435175,0.08247076712990342,0.9341601089775725,0.0008622393597096646,0.027442429261915882,8.367713372111578e-05
25263,22769,F,46,6.356,6.8254600000000005,325.0,1,0,0,0,1,12612,309.0366399135808,15.963360086419186,5.783825182329737,5.745049087691331,0.03877609463840592,1.2369874302680521,0.0008746936969125982,0.03660018709672536,0.00014883553239972448
18548,30416,M,43,5.89,5.57033,254.57,0,0,0,0,0,9271,251.57128368129432,2.998716318705675,5.539575847287417,5.516268610954739,0.02330723633267784,0.2323314303161359,0.0006719404981323893,0.006024476763897099,4.032991861471038e-06
1125,1369,M,40,4.02,4.036969999999999,177.52,0,0,1,0,0,578,183.8585796426209,-6.338579642620886,5.179083278624338,5.227074813024822,-0.04799153440048354,-0.49101660309612866,0.00034310692381093696,-0.009096732752871376,9.195034887515761e-06
9636,14388,F,36,4.89,4.86645,219.55,1,0,0,1,0,4887,215.00260792330687,4.547392076693143,5.391579997007726,5.37244434916338,0.019135647844346515,0.35228019640068137,0.00045143105728104104,0.007486554595026146,6.228025160457083e-06
22229,29241,M,31,6.836,6.4164,280.55,0,0,0,0,0,11064,286.1965857873218,-5.646585787321783,5.636751962196981,5.650945082766279,-0.014193120569298223,-0.4376206369892267,0.001302286277445849,-0.01580279834612556,2.7749306926575076e-05
10962,14386,M,56,5.024,5.15227,224.27,0,0,0,1,0,5544,235.80452398782924,-11.534523987829232,5.412850683138197,5.454192543342819,-0.04134186020462138,-0.8935853303488698,0.0004487079369454082,-0.018932822525288117,3.9828583513403326e-05
5937,10948,M,49,4.696000000000001,4.7422699999999995,205.82,0,0,0,1,0,3010,217.34883738080057,-11.528837380800582,5.327002000407946,5.381382202766634,-0.05438020235868812,-0.8931206487159337,0.0003947427503958203,-0.01774814408764291,3.5000161840937614e-05
25139,25356,M,42,6.11,6.26946,321.93,0,0,0,0,0,12543,289.7671956690511,32.162804330948916,5.774334130607146,5.661814900797992,0.11251922980915374,2.4921973880679635,0.00046240533174623155,0.05360364055447991,0.0003191349067398547
16734,23246,F,55,5.5,5.54094,245.25,1,0,0,0,1,8382,246.56797446457398,-1.3179744645739788,5.502278098445473,5.505191163734893,-0.00291306528942048,-0.1021005102241283,0.0004374431022834616,-0.0021359137382895676,5.069411345546708e-07
26056,22034,F,49,6.224,6.93352,350.18,1,0,0,0,1,13005,317.7462411259044,32.43375887409559,5.858447307998171,5.777650443220749,0.08079686477742154,2.513864681530534,0.0009883837432524396,0.07907139924716046,0.0006944180659804126
8139,10032,M,50,4.814,4.88304,214.18,0,0,0,1,0,4142,223.66090100478007,-9.480901004780065,5.366816782972729,5.4061026642787295,-0.03928588130600019,-0.7344613912057119,0.000390133171025824,-0.014509757115860611,2.3393379123200984e-05
19005,19069,F,37,5.36,5.56464,257.17,1,0,0,0,1,9501,251.41615171103626,5.753848288963752,5.549737344813903,5.519889769763323,0.029847575050579778,0.4457301586394272,0.0003895401964462675,0.008798988771572282,8.602990332079831e-06
19844,21541,F,52,5.234,5.59071,262.05,1,0,0,0,1,9911,254.47094881061,7.5790511893900145,5.568535325248176,5.533012430410106,0.035522894838069696,0.5871315375315546,0.00041047580043691016,0.011897845913014226,1.572953098566528e-05
8202,18391,F,44,5.024,5.05652,214.4,1,0,0,0,1,4168,226.48293921473123,-12.082939214731226,5.367843429196647,5.424717393408017,-0.05687396421136981,-0.9360352463042797,0.0003657450176039995,-0.017904444314463485,3.561912662740748e-05
3673,4326,M,43,4.1739999999999995,4.33701,195.0,0,0,1,0,0,1864,199.01065944910616,-4.010659449106157,5.272999558563747,5.285737476144227,-0.012737917580480485,-0.3106822202601461,0.00033744606092208225,-0.005708103897458717,3.6205205300959197e-06
23591,29352,M,46,6.266,6.33156,295.63,0,0,0,0,0,11748,290.51208077537655,5.117919224623449,5.689108672422408,5.66618264791185,0.02292602451055803,0.396479543963553,0.00045595761782646013,0.008468023521489166,7.968001124639948e-06
13772,12625,F,39,5.064,5.2338,233.57,1,0,0,1,0,6904,233.84825632890838,-0.2782563289083839,5.453481818049386,5.4451888253892795,0.00829299266010608,-0.021555902714835765,0.00043933768951921336,-0.0004519192777947565,2.2694058910921992e-08
1757,2143,M,24,4.244,3.9777199999999997,182.92,0,0,1,0,0,896,177.1063431857841,5.813656814215875,5.209048898789854,5.200405047989661,0.008643850800193142,0.4504046232824609,0.000572581802920294,0.010780675671157463,1.2914444533393623e-05
11204,20013,F,44,5.226,5.24565,225.0,1,0,0,0,1,5652,234.2552569643757,-9.25525696437569,5.41610040220442,5.455304253259753,-0.03920385105533253,-0.7169633010011917,0.0003418178999152504,-0.013257711508935028,1.9530377599790975e-05
830,2214,M,43,4.053999999999999,3.9563900000000003,174.03,0,0,1,0,0,433,178.24794182763674,-4.217941827636736,5.159227698146083,5.2065339331264555,-0.047306234980372786,-0.3267494421637114,0.0003995331760210341,-0.006532479469656909,4.741797954267746e-06
17211,9232,M,45,4.37,4.783980000000001,247.65,0,0,0,1,0,8601,225.8902111670984,21.75978883290159,5.512016459034247,5.411103384887266,0.10091307414698125,1.6859910136008625,0.0005892525498072971,0.04093869390964178,0.000186193587038243
18858,14203,F,25,5.504,5.5883400000000005,256.37,1,0,0,1,0,9423,248.03705052166714,8.332949478332864,5.5466217135207465,5.499280093531925,0.04734161998882147,0.6456412749428503,0.000736243272917226,0.01752515583120249,3.412718696364075e-05
8129,12648,M,51,4.794,4.8347,214.13,0,0,0,1,0,4138,221.05795286779377,-6.927952867793778,5.366583307218125,5.396298754308126,-0.029715447090000957,-0.5366879854620369,0.0003981135656259048,-0.010710551350377693,1.2746901131863127e-05
1980,3879,M,46,4.24,4.291980000000001,184.72,0,0,1,0,0,997,194.96764122951748,-10.247641229517484,5.21884116504624,5.271313550756421,-0.05247238571018098,-0.7938533662547009,0.0003695241772330851,-0.015263072812643103,2.58853256823095e-05
7549,11294,M,45,4.544,4.720940000000001,211.95,0,0,0,1,0,3852,218.98619159760858,-7.0361915976085925,5.356350397798646,5.386043665139114,-0.029693267340467955,-0.5450809832129745,0.00042700089235088397,-0.011265958933062774,1.410317809344212e-05
10511,14877,F,42,4.876,5.07264,222.75,1,0,0,1,0,5326,227.35582520010232,-4.605825200102316,5.406050066350919,5.419989205507844,-0.013939139156924796,-0.3568067621764019,0.0004502476210606139,-0.007572801653836189,6.372347112750303e-06
9398,12921,M,51,5.05,4.984,218.78,0,0,0,1,0,4780,225.467947678153,-6.6879476781529945,5.388066658691645,5.414497770666994,-0.02643111197534953,-0.5181081555379278,0.00044845502181760366,-0.010974311341827359,1.3382466409971095e-05
10100,5845,M,35,4.246,4.5090699999999995,221.3,0,0,1,0,0,5120,208.48784191688893,12.812158083111086,5.399519247057004,5.320751764577378,0.07876748247962606,0.9925226076845831,0.000350608726520765,0.018587796777299652,3.8389619975331647e-05
24913,28065,F,47,6.024,6.60363,317.32,1,0,0,0,0,12430,304.1441957460507,13.175804253949309,5.759910728433802,5.717215066240897,0.042695662192905104,1.0208455447584015,0.0006444765589233327,0.02592409426823503,7.467294607086472e-05
7713,8201,M,44,4.494,4.5488800000000005,212.57,0,0,0,1,0,3930,209.57555531683892,2.9944446831610776,5.359271345885034,5.350015970691713,0.009255375193321314,0.2319726389983117,0.00043208918858911414,0.004823000538124416,2.5847783329221952e-06
680,455,M,47,3.8960000000000004,3.96587,171.77,0,0,1,0,0,354,181.43815264451283,-9.668152644512816,5.146156372648934,5.218270837618644,-0.07211446496970986,-0.7489910663113696,0.00045193008640169604,-0.015926136090519828,2.818336260597467e-05
26019,22239,M,62,6.24,6.85152,348.8,0,0,0,0,1,12983,318.8776496839995,29.922350316000518,5.8544986920348245,5.783249784078447,0.0712489079563774,2.31938481908265,0.0012091073065719532,0.08069896156374688,0.0007233509077430063
14306,18895,F,43,5.08,5.0897,235.33,1,0,0,0,1,7169,227.5300438317372,7.79995616826281,5.460988784418869,5.428854839895885,0.03213394452298424,0.6042300189116465,0.00036090265939074786,0.01148089439200373,1.4646365425114788e-05
1563,3550,F,33,4.206,4.17727,181.13,1,0,1,0,0,802,182.31900848516162,-1.1890084851616223,5.199215005504826,5.222069395424375,-0.02285438991954969,-0.09212359767882689,0.0007368412036065096,-0.002501600204104226,6.953860680030322e-07
7406,8495,M,40,4.44,4.46499,211.5,0,0,0,1,0,3782,205.69615717872028,5.803842821279716,5.354224998486333,5.334408116610131,0.019816881876201897,0.4496233577171139,0.0004795385484442722,0.009848379651778094,1.0777384003163118e-05
22295,30701,M,38,6.156000000000001,6.2718300000000005,281.17,0,0,0,0,0,11094,289.2919953217213,-8.121995321721272,5.6389594686121916,5.659672599657311,-0.020713131045119404,-0.6292295416421672,0.0005253504008876738,-0.014426060408537719,2.312452910174533e-05
22530,29613,M,36,6.23,6.063280000000001,283.85,0,0,0,0,0,11213,275.5199996632797,8.330000336720332,5.648445929616735,5.6077432796427935,0.040702649973941796,0.6453880790985345,0.000659795930935373,0.01658322815619885,3.0557292941830894e-05
24811,27049,M,50,5.896,6.585139999999999,315.0,0,0,0,0,0,12375,312.1825542457538,2.8174457542461937,5.752572638825633,5.746512857061877,0.006059781763756433,0.21829705182435055,0.0007631888210559035,0.006032949059060101,4.04434507054011e-06
25672,26216,M,49,6.246,6.679939999999999,335.28,0,0,0,0,0,12822,311.683464083948,23.59653591605195,5.814966003616816,5.746560631741906,0.06840537187491069,1.8282856570660733,0.0005293304863539696,0.04207484057618354,0.00019666416315418378
4724,13977,F,28,4.77,4.67212,200.35,1,0,0,1,0,2381,205.8603869167559,-5.51038691675592,5.300065837082154,5.335927383414064,-0.03586154633191008,-0.426900831382079,0.0005348300678726667,-0.009875317695688746,1.083643927641076e-05
4531,7673,M,53,4.566,4.53751,199.4,0,0,1,0,0,2291,203.5604860952615,-4.16048609526149,5.295312857527738,5.306828488268465,-0.011515630740727367,-0.3223229535834227,0.0005511438061485731,-0.0075690855155254476,6.366105866455702e-06
5980,11579,F,31,4.544,4.71762,205.98,1,0,0,1,0,3037,212.48492889410628,-6.5049288941062855,5.327779076697656,5.360085607990618,-0.03230653129296179,-0.5039423115632922,0.0004988441254695404,-0.011258268564809956,1.4083976582617393e-05
2439,5581,M,36,4.636,4.6024400000000005,187.9,0,0,1,0,0,1239,207.0855823559734,-19.185582355973395,5.23590990641942,5.317934482726208,-0.08202457630678772,-1.4863513048345738,0.0003882953327977827,-0.029294553810819943,9.534356875349142e-05
10634,25414,F,33,5.404,5.2082,223.18,1,0,0,0,0,5383,231.95725989063686,-8.777259890636856,5.4079786207575555,5.4384608162492984,-0.030482195491742914,-0.6800738500928354,0.0007538584037822417,-0.0186794775913524,3.877079108109054e-05
5543,5686,M,38,4.35,4.4792,204.18,0,0,1,0,0,2811,204.67803549396527,-0.49803549396526137,5.31900195774087,5.307436293677051,0.011565664063819092,-0.038579239557548606,0.0003113027627849002,-0.000680789359889465,5.150103153485084e-08
13663,29149,F,37,5.79,5.33713,233.2,1,0,0,0,0,6849,232.61341055821475,0.586589441785236,5.451896454476337,5.443866281211182,0.008030173265154872,0.045452118301181954,0.0008935488597415708,0.0013592752187740124,2.053076765985873e-07
2786,1088,M,39,4.144,4.219930000000001,189.83,0,0,1,0,0,1412,192.70476727118887,-2.8747672711888583,5.24612893480245,5.2611002873746795,-0.014971352572229257,-0.22268830157153904,0.0003138366595299617,-0.00394563946359116,1.7299104425212358e-06
6582,11855,M,56,4.79,4.8053099999999995,208.27,0,0,0,1,0,3356,219.1051933963868,-10.835193396386785,5.338835314850925,5.389668789231845,-0.05083347438091934,-0.8394068047279231,0.0004533653655664096,-0.017877019944372602,3.5510556473774264e-05
24795,25420,M,44,6.156000000000001,6.33108,314.75,0,0,0,0,0,12365,292.55143538714,22.198564612860025,5.751778672924456,5.672924790208957,0.07885388271549942,1.7198746989589342,0.0004485610017264637,0.036433843605468495,0.00014746974470444176
6030,15404,F,22,4.88,4.81574,206.17,1,0,0,1,0,3063,212.8445562458658,-6.674556245865801,5.3287010711824765,5.362054755904585,-0.03335368472210831,-0.5171188210506928,0.0006344151610264653,-0.013029115270913735,1.8863031696593255e-05
23253,12150,M,47,5.38,5.84998,291.47,0,0,0,1,0,11569,271.89286744602515,19.577132553974877,5.674937084542365,5.591342600940209,0.08359448360215627,1.5169118272230577,0.0006794672175936533,0.03955416183555575,0.00017381969174386515
3957,8102,M,46,4.47,4.49485,196.55,0,0,0,1,0,2019,206.65056490700388,-10.100564907003871,5.280916851867869,5.339125942703598,-0.058209090835728894,-0.7824846972634089,0.00043445954662903045,-0.01631341511566745,2.9570593915361657e-05
487,2125,M,32,3.846,3.87961,168.45,0,0,1,0,0,242,177.90655314319378,-9.456553143193787,5.126638969852562,5.202295011771962,-0.07565604191940078,-0.7325754383076454,0.0003909278894201468,-0.014487237721001392,2.3320826509347484e-05
14671,16901,F,21,4.814,4.93424,236.62,1,0,0,0,1,7374,224.05190515655687,12.568094843443134,5.466455478825517,5.410705520500737,0.055749958324780025,0.9738549106016487,0.0008444244584569691,0.028311188567438715,8.905850421413781e-05
9708,18799,M,58,5.184,5.09681,219.83,0,0,0,0,1,4924,232.34948846874266,-12.51948846874265,5.392854520372025,5.4492313457964245,-0.05637682542439926,-0.9699640068845912,0.0005883301930717667,-0.023533904092300183,6.153856993107761e-05
23127,13348,M,55,5.6739999999999995,6.15334,289.92,0,0,0,1,0,11508,284.4870616530279,5.432938346972094,5.669605022854615,5.64194751649122,0.027657506363395257,0.42096356052489275,0.0008335197407303991,0.012158598598494105,1.642675037309335e-05
3244,3022,M,23,4.21,4.246,192.58,0,0,1,0,0,1647,193.9114925545773,-1.331492554577295,5.260511651812138,5.263573652517366,-0.0030620007052286624,-0.10315042313252021,0.0004896948673576851,-0.002283180001599514,5.792558261982925e-07
3634,2733,M,37,4.06,4.06683,194.83,0,0,1,0,0,1850,185.0940143779149,9.73598562208511,5.2721273834577955,5.231518369697864,0.040609013759931756,0.7541998305505566,0.00032873711067383794,0.013676727483981188,2.0784333008657833e-05
13868,10185,M,56,4.784,5.00676,233.93,0,0,0,1,0,6949,231.33665501580452,2.5933449841954825,5.455021925305676,5.435870274950832,0.019151650354843675,0.20090213664439582,0.00045057277235192417,0.0042654503428790945,2.0217102267701673e-06
24415,27597,F,38,6.13,6.706010000000001,307.68,1,0,0,0,0,12166,308.8710925863351,-1.1910925863351167,5.72906028184047,5.734320192060301,-0.005259910219831632,-0.09227775061521404,0.0005782580032342968,-0.0022196445306524107,5.474658518396704e-07
23799,18763,M,56,5.776,6.35621,298.2,0,0,0,0,1,11857,297.6672987161527,0.5327012838473024,5.697764402330638,5.699369470781057,-0.001605068450418301,0.0412769477796153,0.0009117310247598441,0.0012469212114872984,1.7277003742169165e-07
18511,22581,F,50,5.334,5.39732,254.33,1,0,0,0,1,9251,241.1466457688305,13.183354231169517,5.538632636370566,5.482930701476893,0.0557019348936727,1.021283134747683,0.0003559699189119431,0.01927214797495293,4.126827496970691e-05
6255,11402,F,46,4.6,4.65221,206.95,1,0,0,1,0,3180,206.78106445188203,0.16893554811795752,5.332477218194741,5.341185402818093,-0.008708184623351656,0.013087844270274578,0.0005586192124174038,0.00030941929293873974,1.0638618390758e-08
19547,30541,F,58,6.25,6.0803400000000005,260.17,1,0,0,0,0,9756,268.048790372818,-7.878790372818003,5.561335263505108,5.583823273831658,-0.022488010326550345,-0.6105225276453178,0.000967858604400223,-0.019002814147691248,4.0124904441177656e-05
13816,21927,F,55,5.254,5.35466,233.75,1,0,0,0,1,6926,239.75361297274878,-6.003612972748783,5.4542521681687965,5.477962875288875,-0.02371070712007839,-0.4650860793726641,0.0004206101250703205,-0.009540355449813857,1.011375521473443e-05
1592,2441,M,36,4.256,4.221830000000001,181.37,0,0,1,0,0,817,190.9705510154388,-9.600551015438782,5.200539143629332,5.254747841009362,-0.0542086973800302,-0.7437065753477212,0.0003251185468085536,-0.013411986384182128,1.998749789754073e-05
11413,10007,F,24,4.8260000000000005,4.824269999999999,225.72,1,0,0,1,0,5762,214.2209268776405,11.499073122359505,5.419295293100939,5.367245603672192,0.052049689428747214,0.8908934869863173,0.0005714814490688731,0.021303501137047695,5.042736311833285e-05
10532,14587,F,32,4.82,4.91907,222.82,1,0,0,1,0,5332,219.62500668540667,3.1949933145933187,5.406364270631171,5.388879419561265,0.017484851069905716,0.24751048980919246,0.00044619581062386147,0.0052294168942247305,3.038749982340128e-06
14289,22106,F,49,5.414,5.4210199999999995,235.28,1,0,0,0,1,7162,241.19423715951672,-5.914237159516716,5.46077629424574,5.483433078663132,-0.02265678441739194,-0.45814980764917157,0.0003664062074663889,-0.008771391559409696,8.549102712324545e-06
20269,16072,M,55,4.83,5.42813,264.87,0,0,0,0,1,10127,258.7703431666955,6.099656833304493,5.579239139581601,5.546528427017395,0.03271071256420566,0.47263417018403153,0.0008759707487576999,0.01399459120264083,2.1762236558552816e-05
15460,11248,M,45,4.68,5.0077,239.38,0,0,0,1,0,7781,233.81399260965978,5.566007390340218,5.478052247445224,5.442907591088942,0.035144656356282056,0.43119499750335377,0.0004656401759966746,0.009306793377475997,9.624639517135664e-06
21418,28851,M,43,5.86,5.66513,273.35,0,0,0,0,0,10666,257.8130015945431,15.536998405456927,5.610753025341008,5.539684413579103,0.07106861176190549,1.2037604766822818,0.0005678382773634848,0.028692986350133873,9.147326718597107e-05
15957,25768,M,43,5.59,5.28404,241.52,0,0,0,0,0,8025,239.70300738278667,1.8169926172133444,5.4869522853985835,5.469613148218997,0.017339137179586572,0.1407781982059433,0.0007189716546244286,0.003776134594547968,1.5844726086510704e-06
11560,14889,M,62,5.164,5.29684,226.23,0,0,0,1,0,5831,241.69665209687926,-15.466652096879272,5.421552180882665,5.478232638658994,-0.05668045777632891,-1.198313791465515,0.0005747320207485464,-0.02873611758735152,9.174856984219573e-05
7337,3250,M,27,4.54,4.5488800000000005,211.23,0,0,1,0,0,3741,206.03769384641782,5.192306153582166,5.352947587199152,5.3120038101941915,0.040943777004960324,0.40224262784572795,0.0004576496545996787,0.008607044786785562,8.231770412005383e-06
1536,6024,M,36,4.09,4.14267,180.78,0,0,1,0,0,786,189.1733095767131,-8.393309576713108,5.1972808223702645,5.246962861318596,-0.04968203894833145,-0.6501826648774611,0.0003197400038689219,-0.011627954290469082,1.5023916209520626e-05
1440,1409,M,35,4.0,4.17016,179.87,0,0,1,0,0,733,192.4874795156885,-12.617479515688501,5.1922343677398795,5.258798603676003,-0.0665642359361236,-0.9774377554933137,0.0003454189589321707,-0.018169258997234986,3.6680343390291965e-05
5286,7636,F,37,4.354,4.63657,203.02,1,0,1,0,0,2671,207.11227005466355,-4.092270054663544,5.313304496356285,5.317296927321548,-0.003992430965262805,-0.3170711916367124,0.0007600600570320975,-0.008744718776822183,8.497258655847668e-06
8104,13554,M,56,4.806,4.9143300000000005,214.03,0,0,0,1,0,4129,225.3805622124686,-11.350562212468589,5.366116192112472,5.413486429084182,-0.04737023697171061,-0.879328675908366,0.0004391587274618366,-0.01843135984933697,3.7746763772221576e-05
10933,7440,M,44,4.3660000000000005,4.7527,224.18,0,0,1,0,0,5528,220.5460873532129,3.6339126467871097,5.412449300592949,5.368447015966489,0.04400228462646005,0.28150962187701933,0.0004222948041721135,0.00578619188605904,3.7202618531975456e-06
11443,14896,F,37,4.824,4.95414,225.83,1,0,0,1,0,5779,221.40877004861647,4.421229951383538,5.419782503829213,5.396422000290277,0.023360503538935262,0.3425023714551834,0.0004273212454908331,0.007081636604387104,5.572548597034893e-06
22767,12448,F,42,5.513999999999999,5.55279,286.02,1,0,0,1,0,11332,244.85031056711887,41.169689432881114,5.656061738444789,5.489930769654245,0.16613096879054368,3.190813252469503,0.0005998544105486124,0.0781726098031362,0.0006785223345748006
11672,11487,M,49,4.744,4.67022,226.62,0,0,0,1,0,5886,212.15460167520476,14.465398324795245,5.423274605952421,5.362033550904809,0.06124105504761168,1.1206459817052565,0.00042177331529339037,0.023019696537353078,5.8877348639279995e-05
15152,25237,M,30,4.926,5.22574,238.32,0,0,0,0,0,7633,248.72627345934055,-10.406273459340554,5.473614308405026,5.49774173317819,-0.02412742477316332,-0.8064622498021246,0.0011614571939197135,-0.027500336056984043,8.40320615595716e-05
8231,2648,M,30,4.093999999999999,4.3204199999999995,214.52,0,0,1,0,0,4192,200.10616556276887,14.413834437231145,5.368402974114725,5.287384194751843,0.08101877936288115,1.1166349591130484,0.00039322316887550375,0.02214706467532721,5.4498142482422466e-05
4814,8294,M,55,4.614,4.5631,200.78,0,0,0,1,0,2428,207.72464435630997,-6.944644356309965,5.302209781263381,5.34544219279643,-0.04323241153304913,-0.5380033869590538,0.00048109857509295384,-0.011803384085452374,1.548082118060829e-05
10056,17366,F,40,4.756,4.87641,221.12,1,0,0,0,1,5097,220.63747080155505,0.4825291984449507,5.398705540579305,5.400399783046358,-0.0016942424670522982,0.03738065097406572,0.00044892548387819725,0.0007921939014766508,6.973541685341134e-08
23345,28396,M,30,6.526,6.3974400000000005,292.72,0,0,0,0,0,11612,290.6473216894477,2.0726783105523054,5.679216520710951,5.665763816738918,0.013452703972032687,0.16060319476990356,0.0009027490110560983,0.004827628125637558,2.5897463229117586e-06
6908,7678,M,41,4.394,4.51144,209.43,0,0,1,0,0,3525,205.67870901772352,3.751290982276487,5.344389554650419,5.311947160454635,0.0324423941957841,0.29058784213665323,0.000320287775283052,0.005201363217410552,3.0062288494606233e-06
22386,24590,F,55,5.976,6.16898,282.28,1,0,0,0,0,11146,278.4341338056534,3.84586619434657,5.642899486132629,5.620980617323682,0.02191886880894689,0.29797044606336803,0.0006989271243828912,0.007880267531432956,6.900323541630893e-06
1155,1901,F,26,4.11,4.14409,177.78,1,0,1,0,0,594,182.395516400301,-4.615516400301004,5.180546830813529,5.220699451130229,-0.040152620316700194,-0.35759956515354785,0.0006852049981799337,-0.009363885282870297,9.743128063491382e-06
14510,19064,F,35,5.053999999999999,5.09302,236.12,1,0,0,0,1,7286,228.60324216529963,7.516757834700371,5.464340150372489,5.431515349723648,0.0328248006488403,0.5823090071197115,0.00042186061000698056,0.011962711279530336,1.590151565722243e-05
1154,4103,M,20,4.4239999999999995,4.2990900000000005,177.77,0,0,1,0,0,593,193.43504752547744,-15.665047525477434,5.180490579934594,5.262584789099752,-0.08209420916515775,-1.2137198758284102,0.0006294717920467072,-0.030460942140776166,0.00010309285276407769
17535,9594,F,39,4.81,5.11293,249.35,1,0,0,1,0,8760,231.1135676265283,18.2364323734717,5.518857531992132,5.433334732838661,0.08552279915347061,1.4128604338083235,0.00046384263281776413,0.03043584335593577,0.00010291894658367235
7317,11533,M,48,4.686,4.72331,211.18,0,0,0,1,0,3728,216.4375527829997,-5.2575527829996815,5.352710850378369,5.37772252189365,-0.02501167151528172,-0.40728450714830744,0.00039495365028300797,-0.008095743431944396,7.282801305374273e-06
3216,6884,F,35,4.544,4.62709,192.43,1,0,1,0,0,1632,203.24794126808982,-10.817941268089811,5.259732451232468,5.303513063525584,-0.043780612293115695,-0.8381845955699865,0.0007261590741666055,-0.02259504965344385,5.672753290502295e-05
2600,9377,M,45,4.37,4.39768,188.97,0,0,0,1,0,1315,202.6408358719948,-13.670835871994797,5.241588272301947,5.3232162183439655,-0.08162794604201817,-1.0591082424917824,0.0004652655051811248,-0.022850295993742067,5.801457813361375e-05
1460,1406,M,32,4.2,4.16732,180.1,0,0,1,0,0,747,188.89512812013044,-8.795128120130443,5.19351225218191,5.2459474242323125,-0.05243517205040238,-0.6813193813451016,0.000346189523452491,-0.012678938374366963,1.786244630039749e-05
4768,6293,M,39,4.266,4.30952,200.53,0,0,1,0,0,2406,195.91616549772826,4.613834502271743,5.300963861488942,5.2739683653217915,0.026995496167150357,0.35740228258470363,0.0003106609084475544,0.00630039960248092,4.410851508069592e-06
18169,25434,F,50,5.44,5.65802,252.43,1,0,0,0,0,9083,257.5176916040338,-5.087691604033807,5.531133982557933,5.537936625726609,-0.00680264316867607,-0.39420271347916164,0.0007850363516546408,-0.011049306699004712,1.3566111801817367e-05
23763,30238,F,38,6.1739999999999995,6.49034,297.72,1,0,0,0,0,11840,295.1046143241049,2.6153856758951406,5.69615344749171,5.682542912956564,0.013610534535145824,0.20260688208114477,0.0004237770936095388,0.0041717182934198245,1.9338333792271226e-06
1146,3621,M,21,4.184,4.13414,177.68,0,0,1,0,0,588,187.7461021347002,-10.066102134700202,5.179984179586172,5.23980175941982,-0.05981757983364844,-0.779859155280607,0.0005482471480914035,-0.01826515864069055,3.7069549204075e-05
2781,6499,M,46,4.28,4.37635,189.82,0,0,1,0,0,1408,199.3304939116255,-9.510493911625503,5.246076254702346,5.288044792504483,-0.04196853780213683,-0.7367439773542847,0.000363009836498302,-0.014039596680215339,2.1901901773564102e-05
12299,12399,M,61,4.81,4.91528,228.57,0,0,0,1,0,6181,225.11082134303814,3.4591786569618534,5.431842509153028,5.413266363883974,0.018576145269054045,0.26798761144006716,0.0005285666266656934,0.0061628187372399145,4.220334545058842e-06
13710,6214,M,36,4.404,4.52281,233.37,0,0,1,0,0,6871,206.43969858698134,26.930301413018668,5.452625176886793,5.314107824536333,0.13851735235045926,2.0864517311208743,0.0003206747728627436,0.0373689060811593,0.0001551199762934422
226,3487,M,27,4.05,3.8668099999999996,162.03,0,0,1,0,0,108,173.74543698310129,-11.715436983101284,5.087781503272909,5.187007380870064,-0.09922587759715462,-0.9076115701140889,0.00047062244983105806,-0.019694209891686604,4.3096343569781886e-05
