,Bib,M/F,"X1, Age","X2, 5K Pace","X3, Half Pace","Y, Official Time","X4, Gender","X5, Wave: Elite","X6, Wave: One","X7, Wave: Two","X8, Wave: Three",Index,Yfit,Res,"lnY, Official Time",lnYfit,"Res, lnY",w4_fit,"Res, w4_OLS",ti,hii,DFFITS,Cooks distance
21754,24749,F,61,5.354,5.85283,276.08,1,0,0,0,0,10839,270.21746836722485,5.862531632775131,5.620690678789748,5.587137415289419,0.03355326350032861,271.0462165255282,5.033783474471761,0.3659453493189868,0.0020524192703595826,0.016595693645428768,5.5098233900693044e-05
24400,26481,F,25,6.3,6.619269999999999,307.27,1,0,0,0,0,12160,301.2762869141156,5.993713085884394,5.72772683989966,5.704608395406723,0.023118444492936874,299.3769762541215,7.893023745878509,0.5735469414490139,0.001090058214754081,0.018946572081310488,7.180948838149704e-05
15461,30062,F,27,5.553999999999999,5.29684,239.38,1,0,0,0,0,7785,234.91753469146724,4.462465308532757,5.478052247445224,5.449615892673207,0.028436354772017225,237.02978029487468,2.350219705125312,0.17081494132015382,0.0016054258347083595,0.006849673548134593,9.386436410357358e-06
24686,30094,M,54,6.534,6.870480000000001,312.78,0,0,0,0,0,12309,317.74810702010086,-4.968107020100888,5.745500068008069,5.771981314332724,-0.02648124632465443,316.68313937380555,-3.9031393738055726,-0.28361752154034964,0.001137015206523997,-0.00956892684104758,1.831810505045104e-05
21730,27147,M,57,5.29,5.5281400000000005,275.9,0,0,0,0,0,10822,259.0409455683282,16.85905443167178,5.62003848122324,5.543095289189851,0.07694319203338917,261.0782943552441,14.821705644755866,1.0772803646968676,0.0013149819953563245,0.0390907839422994,0.00030560263730313017
22504,24884,F,61,5.6160000000000005,5.959,283.53,1,0,0,0,0,11200,271.9244537888699,11.605546211130047,5.647317937675075,5.59515435107332,0.05216358660175491,272.85749060019634,10.67250939980363,0.7757598093762201,0.0016270381815973586,0.03131697046907313,0.00019617479508545212
24959,25101,F,70,6.544,7.00557,318.22,1,0,0,0,0,12451,317.8657470842395,0.35425291576052587,5.762742967479711,5.775758062503443,-0.013015095023732215,316.77126919964655,1.4487308003534736,0.10532767445507359,0.0022426095849668844,0.004993520714551251,4.988582363210114e-06
20943,30124,M,53,5.87,5.72106,269.48,0,0,0,0,0,10458,260.4895559858063,8.990444014193713,5.59649417609246,5.551413466535237,0.04508070955722232,262.76345357624393,6.7165464237560855,0.48802196516482205,0.0009700591988267308,0.015207199258101876,4.626273076696144e-05
24325,28786,M,33,6.506,6.88944,306.13,0,0,0,0,0,12129,320.4624411613191,-14.332441161319082,5.72400984833617,5.778816806675494,-0.054806958339324474,318.37516054994654,-12.245160549946547,-0.8899961436680086,0.00139746592734014,-0.0332937264457119,0.00022170876372261446
26018,27192,F,27,7.106,7.6231800000000005,348.78,1,0,0,0,0,12982,347.1882449816259,1.5917550183740445,5.854441350941314,5.883286829048674,-0.02884547810736038,342.8895667022396,5.890433297760353,0.4281736463758967,0.0018118272649001175,0.018241986036047406,6.65709000905774e-05
21399,26371,F,40,6.23,6.251930000000001,273.2,1,0,0,0,0,10657,279.652884535522,-6.452884535522003,5.610204127696635,5.624776988320204,-0.014572860623569106,279.7619586179851,-6.561958617985113,-0.47672293285284906,0.0006937211036013545,-0.012560565405276135,3.156113705115326e-05
18766,26461,M,52,5.784,5.78647,255.87,0,0,0,0,0,9380,266.0144386634184,-10.144438663418384,5.5446695029991275,5.571630014483955,-0.0269605114848277,267.79677381589727,-11.926773815897263,-0.8665906216334459,0.0008000679598358406,-0.024521736768781065,0.00012027241906301675
18240,27105,M,50,6.206,5.895490000000001,252.85,0,0,0,0,0,9119,265.1353755193047,-12.285375519304722,5.532796427525992,5.570516127965459,-0.037719700439467374,267.258011319732,-14.408011319732026,-1.0471671213104503,0.0012492683662808073,-0.03703525285918863,0.00027431376239503213
22869,25027,F,61,6.06,6.4652199999999995,287.15,1,0,0,0,0,11377,294.4553959415678,-7.305395941567838,5.660004727310305,5.682976479466668,-0.022971752156363046,294.2140302759948,-7.06403027599481,-0.5133740909262503,0.001367174402288987,-0.018995161367831394,7.217974445461436e-05
13167,26973,M,48,5.664,5.3063199999999995,231.48,0,0,0,0,0,6600,239.4658694659392,-7.985869465939203,5.444493476705638,5.469934244144599,-0.025440767438960954,242.81858708101402,-11.338587081014026,-0.8240264368333621,0.0012419821090173082,-0.02905819779874009,0.00016889261287603982
14336,29432,F,23,5.856,5.6419,235.45,1,0,0,0,0,7185,250.49146114600606,-15.041461146006071,5.461498576689563,5.5096707935963085,-0.04817221690674511,251.63314065797442,-16.183140657974434,-1.1763738983866474,0.0014848916356194164,-0.045364428072573675,0.0004115371923643374
25534,27488,M,42,6.513999999999999,6.93447,331.47,0,0,0,0,0,12744,322.56981295935987,8.900187040640162,5.803537307793193,5.788227152746589,0.015310155046604379,320.69225523984863,10.777744760151393,0.7832248859908033,0.0011536812665452244,0.026618284454773423,0.00014172363257277496
14044,25409,M,44,4.6160000000000005,4.99348,234.48,0,0,0,0,0,7034,239.57333029634935,-5.0933302963493645,5.457370296402637,5.463463091684455,-0.006092795281817942,241.8770863155404,-7.397086315540406,-0.537895432419157,0.0025347697446009877,-0.027115538319507422,0.00014708295562660293
14849,24338,F,56,5.184,5.29684,237.28,1,0,0,0,0,7459,240.04924112064793,-2.7692411206479335,5.469240878389622,5.471304976039281,-0.0020640976496597574,242.6164339645179,-5.336433964517909,-0.38792563771731864,0.0019353294006682871,-0.01708230959024496,5.837646609223488e-05
19051,29490,M,50,5.606,5.73528,257.4,0,0,0,0,0,9524,266.2172150797885,-8.817215079788525,5.5506312951620265,5.57102355835072,-0.02039226318869325,267.75763614927183,-10.357636149271855,-0.7525577583567595,0.0008030203921156093,-0.021334259242641304,9.104238852301639e-05
22839,27244,F,46,6.256,6.4311,286.85,1,0,0,0,0,11364,289.6649733550996,-2.814973355099596,5.65895943104788,5.663710732073466,-0.004751301025585519,289.33916687575015,-2.4891668757501293,-0.1808288312906426,0.0006671855081767786,-0.0046723557636981035,4.367494096866152e-06
16377,28078,F,37,5.204,5.27409,243.63,1,0,0,0,0,8217,239.29317625520613,4.336823744793861,5.495650680962429,5.465618545738609,0.030032135223819978,241.19476784252146,2.435232157478538,0.17698286457817747,0.001482715124998469,0.0068199671921438795,9.305190663411766e-06
20411,24227,M,71,5.343999999999999,5.76609,265.73,0,0,0,0,0,10201,271.68156325004225,-5.951563250042227,5.5824807556881915,5.593373713290445,-0.010892957602253617,273.4361637890444,-7.7061637890443535,-0.5602989551758277,0.002271744307005869,-0.026735813372166625,0.00014299121903549048
25170,24424,F,58,5.954,6.607419999999999,322.85,1,0,0,0,0,12557,305.0615039876509,17.78849601234913,5.777187819072476,5.721971353668852,0.05521646540362379,303.8847334996373,18.965266500362702,1.3787201746354056,0.0014836970357231844,0.05314607120782347,0.0005647429280130932
19543,29641,M,62,6.216,6.02346,260.1,0,0,0,0,0,9752,272.04547137213854,-11.945471372138513,5.5610661724546055,5.598559082919824,-0.03749291046521819,274.1650691721476,-14.06506917214756,-1.022423296905133,0.001618817991075534,-0.041170065185384484,0.0003389900777682711
15646,28260,M,40,6.48,5.92961,240.1,0,0,0,0,0,7871,262.8024132772057,-22.702413277205693,5.481055503227208,5.561781463603559,-0.08072596037635105,264.93084465602124,-24.83084465602124,-1.8059515056101447,0.001969497884361628,-0.08022540833580762,0.0012863195437587613
23635,30560,M,60,5.904,6.01351,296.23,0,0,0,0,0,11773,277.12530338185866,19.10469661814136,5.6911361796218785,5.615588836867056,0.07554734275482211,278.55403379942265,17.675966200577363,1.2846712162740856,0.001063061993618144,0.04190851317014344,0.00035119373858437516
12356,28877,M,34,5.15,4.88826,228.75,0,0,0,0,0,6210,224.20713825825794,4.542861741742058,5.432629704155631,5.407012538409726,0.025617165745905446,227.63343415081656,1.116565849183445,0.08115075765614192,0.0015703441366491304,0.003218335097759826,2.072175653756491e-06
22507,25444,M,37,5.9239999999999995,6.02441,283.57,0,0,0,0,0,11203,278.59879414155097,4.971205858449025,5.647459006269912,5.617709979504278,0.029749026765633957,279.0538854308567,4.516114569143269,0.3280997416457467,0.0007694276590568333,0.009104517370932085,1.6583044356848747e-05
22629,27942,M,45,6.476,6.34578,284.75,0,0,0,0,0,11264,287.6655783631023,-2.915578363102327,5.651611602327291,5.656520915884339,-0.00490931355704749,288.27330409800277,-3.523304098002768,-0.25600451819508907,0.001042751559644518,-0.008271125356413632,1.368627599864338e-05
