,Bib,M/F,"X1, Age","X2, 5K Pace","X3, Half Pace","Y, Official Time","X4, Gender","X5, Wave: Elite","X6, Wave: One","X7, Wave: Two","X8, Wave: Three",Index,Yfit,Res,"lnY, Official Time",lnYfit,"Res, lnY",w3_fit,"Res, w3_OLS",ti,hii,DFFITS,Cooks distance
20456,23422,F,54,5.6,5.9737,266.07,1,0,0,0,1,10224,270.8772784023488,-4.8072784023488,5.58375943205647,5.597526943896051,-0.013767511839581026,272.98985120037963,-6.9198512003796395,-0.590838705510725,0.0013903471608339225,-0.022046146308319258,9.722556369707607e-05
9377,17324,M,55,5.004,5.08449,218.72,0,0,0,0,1,4767,234.97847812009962,-16.258478120099625,5.38779237297564,5.457629362376544,-0.06983698940090388,234.3480676750313,-15.628067675031303,-1.334781828149846,0.0015705159648912548,-0.05293863811246731,0.0005603680305034087
12549,17553,F,33,5.0360000000000005,5.01244,229.37,1,0,0,0,1,6307,224.17744402789964,5.192555972100365,5.4353364202061245,5.414367216032465,0.020969204173659328,222.59913596245337,6.77086403754663,0.5780522409000107,0.001168621011502263,0.019772329790676963,7.82046802734002e-05
16728,20115,M,63,5.126,5.2342699999999995,245.23,0,0,0,0,1,8377,241.40372097618624,3.826279023813754,5.502196545680788,5.483887562018681,0.018308983662107536,241.33613192662727,3.8938680733727153,0.3324801416798587,0.0015186082382815738,0.012966375635571273,3.3634384944604225e-05
20643,21066,F,50,5.53,5.80258,267.42,1,0,0,0,1,10315,262.03393750996645,5.3860624900335665,5.58882045618652,5.563058895882346,0.02576156030417387,263.2824752226383,4.137524777361705,0.3531571460169868,0.0007917690101125048,0.00994120997119353,1.977074032978065e-05
20221,19058,M,58,5.73,5.7623,264.43,0,0,0,0,1,10105,262.6429714103346,1.7870285896653968,5.577576565988734,5.567006352917956,0.010570213070777434,261.986108059475,2.4438919405250203,0.20871393669594906,0.001929381840590696,0.009176559980422355,1.684670095599814e-05
21480,17540,M,56,5.08,5.7115800000000005,273.97,0,0,0,0,1,10692,271.3102802535065,2.659719746493522,5.6130186113426115,5.595579532573646,0.01743907876896511,274.40880842849003,-0.438808428490006,-0.0374958991567946,0.0030416031272271354,-0.0020710783449816523,8.581310566275293e-07
10646,19445,F,39,5.064,5.10629,223.27,1,0,0,0,1,5386,229.01882176721406,-5.748821767214054,5.4083818014103455,5.433766605327603,-0.02538480391725706,228.14800774873643,-4.878007748736422,-0.416324273134105,0.0006016052707693557,-0.010214526159204325,2.087250301860212e-05
17576,20288,F,43,5.45,5.67698,249.55,1,0,0,0,1,8790,256.26219487943325,-6.712194879433241,5.519659295915618,5.539676949119847,-0.020017653204228658,256.88254043203204,-7.332540432032033,-0.625820939667468,0.0005652597332891036,-0.014883219754267535,4.43101604409492e-05
16552,22490,F,49,5.564,5.68693,244.4,1,0,0,0,1,8299,254.51695816692072,-10.11695816692071,5.4988062272974405,5.534691092196906,-0.035884864899465185,254.73322806043342,-10.333228060433413,-0.8820183286460186,0.0006606062605079236,-0.02267735761557365,0.00010285938484298818
11634,18271,F,43,4.8260000000000005,4.942769999999999,226.5,1,0,0,0,1,5867,223.2269401146265,3.273059885373499,5.422744944923089,5.4110718331332075,0.011673111789881396,222.97375901559454,3.5262409844054616,0.3009979102989092,0.0009129274417206501,0.009098712481391344,1.656184758333126e-05
18077,22489,F,47,5.484,5.522930000000001,252.02,1,0,0,0,1,9045,246.17869771223957,5.841302287760442,5.529508449441547,5.502382935144682,0.027125514296865383,245.73027870132864,6.289721298671367,0.5368145450710508,0.00058373523037276,0.012973555699025639,3.36698441881133e-05
21488,16329,M,58,4.8260000000000005,5.17834,274.02,0,0,0,0,1,10697,243.65503027725526,30.364969722744718,5.613201096424962,5.489831155779373,0.12336994064558926,244.92559298741995,29.094407012580035,2.487351753720093,0.0021910223952360686,0.11655661089209893,0.002712852902516829
18569,22498,F,49,5.66,5.83576,254.7,1,0,0,0,1,9283,261.75841040365714,-7.058410403657149,5.540086381985411,5.562638333374961,-0.02255195138955024,262.34785159451786,-7.647851594517874,-0.6528133403811123,0.0008031309191195157,-0.018507879419495134,6.852015613761822e-05
16781,21564,F,47,5.98,5.8642,245.48,1,0,0,0,1,8404,257.8527457457509,-12.372745745750905,5.503215477520897,5.549474340935146,-0.04625886341424934,256.48569346669575,-11.00569346669576,-0.9401050512885188,0.002088359450076748,-0.04300638790486548,0.0003699228199061248
8760,16978,F,47,4.706,4.8726199999999995,216.43,1,0,0,0,1,4460,220.9454487125765,-4.5154487125765,5.377267169526438,5.402351506074463,-0.025084336548024666,221.17243028217422,-4.742430282174212,-0.4049441415882481,0.001547087416931524,-0.015940016005762607,5.0829613920987707e-05
17082,18289,M,59,5.564,5.627680000000001,246.98,0,0,0,0,1,8545,257.45679826388516,-10.476798263885172,5.509307361689676,5.546565696746676,-0.03725833505699949,257.0153857861927,-10.035385786192734,-0.8569536788456668,0.0015094711561699468,-0.033319446781314335,0.0002220548624881057
13434,19756,M,60,5.04,5.087330000000001,232.5,0,0,0,0,1,6736,234.25053760600989,-1.7505376060098854,5.448890225027411,5.455868260421434,-0.0069780353940229745,233.62658294936523,-1.126582949365229,-0.09619457310814548,0.0015624869034376698,-0.003805382526382331,2.8970512451606324e-06
18035,22764,F,51,5.36,5.53715,251.77,1,0,0,0,1,9026,249.04648866562013,2.7235113343798787,5.528515972335923,5.5131040173446895,0.015411954991233934,249.6655286417198,2.1044713582802217,0.17961557351999205,0.0006980055585023965,0.004747063627061002,4.508235918798904e-06
5245,17175,F,34,4.664,4.66169,202.8,1,0,0,0,1,2648,209.6654580432403,-6.865458043240295,5.312220271717028,5.357443305131708,-0.045223033414679925,208.18896872751077,-5.388968727510758,-0.4601479439721401,0.0015219580821118617,-0.017965097238311394,6.456426394801061e-05
17489,17445,F,51,4.96,5.47553,249.12,1,0,0,0,1,8733,252.48726402107275,-3.3672640210727423,5.517934708085688,5.52372272906465,-0.005788020978961583,255.2688506460213,-6.1488506460212875,-0.5252146596524316,0.0021971116030530557,-0.024645663805333753,0.00012150823597796978
23100,21716,F,49,6.7139999999999995,6.977130000000001,289.6,1,0,0,0,1,11489,311.61293197598815,-22.012931975988124,5.668500660511562,5.757390749450818,-0.0888900889392561,313.0203265567249,-23.420326556724888,-2.005215993821707,0.00577758411390105,-0.152859531125877,0.004668961488233987
19238,21194,M,65,5.154,5.28167,258.3,0,0,0,0,1,9621,243.65385454478232,14.646145455217692,5.554121700101795,5.492870962149413,0.06125073795238123,243.80931096173134,14.49068903826867,1.237620729674256,0.0016158973639590379,0.0497904020000632,0.0004957374806508571
14069,19127,F,39,5.266,5.30253,234.55,1,0,0,0,1,7054,237.2190532066027,-2.6690532066026833,5.457668784774467,5.465971062264824,-0.00830227749035739,236.35520975187382,-1.8052097518738037,-0.15406538241493684,0.0005920759292729601,-0.0037499232116820166,2.8132115606563807e-06
18372,21337,F,49,5.126,5.491169999999999,253.62,1,0,0,0,1,9189,250.56373820872295,3.056261791277052,5.535837083806753,5.517132193138104,0.018704890668649554,252.29412031841002,1.3258796815899814,0.11318335609182316,0.0010603621406972497,0.0036875681129746873,2.7204401432189634e-06
22728,21295,F,46,5.466,6.12632,285.65,1,0,0,0,1,11308,282.86638975284825,2.783610247151728,5.654767285170472,5.640806946762038,0.013960338408433692,286.5061059191706,-0.8561059191706022,-0.07312792254215293,0.002337376138992236,-0.0035396122375800096,2.5065214453419496e-06
14615,20868,F,42,5.0360000000000005,5.06363,236.42,1,0,0,0,1,7339,226.79854120085042,9.621458799149565,5.465609884322231,5.425671782286586,0.03993810203564507,225.95532618444815,10.464673815551834,0.8932090832568225,0.0005894590502684011,0.021692419178224735,9.411793799585286e-05
7031,17861,F,37,5.126,5.0503599999999995,209.93,1,0,0,0,1,3592,224.6467059904798,-14.716705990479795,5.346774141816231,5.417299019260879,-0.0705248774446483,222.9172150047965,-12.987215004796496,-1.1087703677401912,0.0009112877524073762,-0.03348631446562044,0.00022425116759010655
13892,21480,F,45,5.6,5.47127,234.0,1,0,0,0,1,6963,241.098407198431,-7.098407198431005,5.455321115357702,5.4835607026975905,-0.02823958733988885,239.4724191466696,-5.472419146669608,-0.4671836219110427,0.0011356676866269139,-0.015752880952343895,4.9642333589672545e-05
16114,19008,F,41,5.15,5.3551400000000005,242.28,1,0,0,0,1,8093,242.35651924857677,-0.07651924857677272,5.490094082112747,5.48500942934359,0.005084652769157039,242.67656806493213,-0.3965680649321257,-0.03384315467083617,0.0004870537671309592,-0.0007470765082882008,1.1165823510017484e-07
20083,23268,F,50,5.57,5.69736,263.48,1,0,0,0,1,10035,254.9863603132272,8.49363968677281,5.573977463772493,5.536656490452193,0.03732097332029927,255.27728122427334,8.20271877572668,0.7001503357000268,0.0007098231780434186,0.018660384166416636,6.965267625063558e-05
19178,18151,F,41,5.164,5.38547,257.98,1,0,0,0,1,9590,243.9316955928898,14.048304407110209,5.55288206253699,5.491047485821365,0.061834576715624756,244.3635776579529,13.616422342047116,1.162270791943961,0.0005007447527130421,0.02601502754932631,0.00013534203669959084
15353,20556,F,43,5.3,5.31485,239.03,1,0,0,0,1,7724,237.1484956403574,1.881504359642605,5.476589067066709,5.466527910049453,0.010061157017256406,236.32325163685698,2.7067483631430207,0.2309965637922631,0.000492218583583632,0.00512615144844243,5.256983770056061e-06
15012,22540,F,45,5.49,5.4665300000000006,237.83,1,0,0,0,1,7550,242.7792055885747,-4.949205588574699,5.471556132733606,5.489257723417329,-0.017701590683723012,241.82915806168776,-3.9991580616877513,-0.341327357506559,0.0006798322423948771,-0.00890265720818322,1.5855677937295318e-05
17794,21021,M,67,5.124,5.28025,250.63,0,0,0,0,1,8902,244.00242510998706,6.627574890012937,5.523977747986521,5.494319810850246,0.029657937136275514,244.42901976258062,6.2009802374193725,0.5295782024090023,0.0018595834055847255,0.022858204376075796,0.00010452214100978726
17916,23484,F,50,5.593999999999999,5.66086,251.2,1,0,0,0,1,8962,252.3606546963465,-1.160654696346512,5.526249434594043,5.526874097205443,-0.0006246626113997067,252.25426896598265,-1.0542689659826578,-0.08998426133844833,0.0007704536629033003,-0.002498660115310567,1.2490334183139093e-06
15105,19096,F,35,5.414,5.511080000000001,238.15,1,0,0,0,1,7603,247.3296610442149,-9.179661044214896,5.472900727246869,5.504454140454311,-0.031553413207442205,246.72676133235336,-8.576761332353357,-0.732218343313548,0.0010815761179460708,-0.024093735448505578,0.00011611783129536956
8308,17414,F,51,5.013999999999999,4.9641,214.82,1,0,0,0,1,4229,220.74180520508327,-5.921805205083274,5.369800468169901,5.404041104205434,-0.03424063603553318,219.77198414419422,-4.951984144194228,-0.4227924284828513,0.0013301492313564742,-0.015430017393486649,4.762886189784538e-05
8500,16674,F,46,4.9639999999999995,5.0361400000000005,215.52,1,0,0,0,1,4333,226.22660865727744,-10.706608657277428,5.373053712662054,5.423700491365451,-0.0506467787033964,225.83877966757342,-10.31877966757341,-0.8808369066379893,0.0007788950393398473,-0.02459258453028527,0.00012096720410552263
9867,20213,F,47,5.126,5.003909999999999,220.38,1,0,0,0,1,5002,221.34027800515673,-0.9602780051567379,5.395353329059631,5.406351531388105,-0.010998202328473816,219.7398040966633,0.6401959033366893,0.05464837384953301,0.0009984536210739256,0.0017276593357166102,5.97140572567454e-07
11427,20060,F,40,5.04,5.129519999999999,225.77,1,0,0,0,1,5768,230.79479097458574,-5.024790974585727,5.4195167819498815,5.440491974841604,-0.020975192891722116,230.2767770307458,-4.506777030745781,-0.3846294700386529,0.0005505057252670044,-0.009026991847325,1.630149753535483e-05
