,Bib,M/F,"X1, Age","X2, 5K Pace","X3, Half Pace","Y, Official Time","X4, Gender","X5, Wave: Elite","X6, Wave: One","X7, Wave: Two","X8, Wave: Three",Index,Yfit,Res,"lnY, Official Time",lnYfit,"Res, lnY",w1_fit,"Res, w1_OLS",ti,hii,DFFITS,Cooks distance
3918,1521,M,35,3.846,4.0346,196.35,0,0,1,0,0,1997,187.08133642692738,9.268663573072615,5.279898781024019,5.2374429155740625,0.0424558654499565,185.64617455777903,10.70382544222096,0.7954936287824294,0.0007058730247875324,0.02114235354689082,8.940982586421406e-05
20545,5342,M,38,5.35,5.53999,266.73,0,0,1,0,0,10266,250.64803227251534,16.08196772748468,5.586236910801158,5.48718205745629,0.09905485334486741,257.653829792562,9.076170207437997,0.6753559258953001,0.003206590251262853,0.038304682760495576,0.0002934983829477014
2114,5804,M,46,4.17,4.23131,185.65,0,0,1,0,0,1062,192.56736956321612,-6.917369563216113,5.2238631806230895,5.261822140777871,-0.037958960154781174,190.22278375758594,-4.572783757585938,-0.33982644613984375,0.0007659543816993656,-0.009408600207951912,1.7709124286057665e-05
7491,3391,M,41,4.404,4.6887099999999995,211.77,0,0,1,0,0,3827,216.16892855674914,-4.3989285567491265,5.355500780075491,5.351661935563709,0.003838844511781403,217.84692610108007,-6.076926101080062,-0.45159425657872315,0.0006835428544774034,-0.011810812198558278,2.790582563094889e-05
997,1079,M,40,3.9560000000000004,4.02275,176.1,0,0,1,0,0,509,184.14664996978357,-8.046649969783573,5.17105201550216,5.227781680687585,-0.05672966518542477,181.5559233323783,-5.455923332378319,-0.405431699317262,0.0006265048074640199,-0.010151167455896287,2.061448876784546e-05
734,2484,M,40,4.12,4.14646,172.58,0,0,1,0,0,384,188.66086955897347,-16.08086955897346,5.150860897080162,5.245825426485529,-0.0949645294053667,186.71455559201587,-14.134555592015857,-1.050414552959857,0.00047459576019665255,-0.022888943058201584,0.00010477744276649198
2955,1124,M,28,4.266,4.26733,190.82,0,0,1,0,0,1505,193.93890033955998,-3.1189003395599855,5.2513305753237,5.26478731870203,-0.013456743378330138,194.61093523551233,-3.790935235512336,-0.2817228475922641,0.0007732497149265491,-0.00783700146172343,1.2287165048953023e-05
4821,7359,M,44,4.294,4.410480000000001,200.82,0,0,1,0,0,2435,201.2365414849729,-0.4165414849728961,5.30240898445129,5.295023315895869,0.007385668555420999,200.40281385522087,0.41718614477912297,0.030999052668112904,0.0005340756712684718,0.0007165818823828532,1.0272918954266445e-07
245,262,M,40,3.57,3.72082,162.7,0,0,1,0,0,118,172.87419646668403,-10.174196466684037,5.091908014224992,5.182865104973131,-0.09095709074813918,168.67911933629,-5.979119336290012,-0.444504338517622,0.0014874151551215067,-0.017155972199605782,5.887987195747604e-05
1174,669,M,29,3.69,3.8834,177.88,0,0,1,0,0,602,181.07615774271113,-3.1961577427111365,5.1811091656424955,5.212879943497366,-0.03177077785487015,179.73359128490267,-1.8535912849026772,-0.1377756569192929,0.00117260583123541,-0.004720666203678389,4.458270496489745e-06
2381,5232,F,43,4.3260000000000005,4.4209,187.53,1,0,1,0,0,1204,194.32616936329944,-6.796169363299441,5.23393883261183,5.269726682620032,-0.035787850008201616,194.46799799191157,-6.937997991911573,-0.5166007415027176,0.0045978629996652,-0.03511023644254535,0.00024660082558994616
10664,5190,M,50,4.334,4.63088,223.32,0,0,1,0,0,5395,213.47982060360508,9.840179396394916,5.40860572044216,5.342474976637706,0.06613074380445383,213.3739141501943,9.946085849805684,0.7393842431519582,0.0012855409087747204,0.026527264831930786,0.00014075859751738637
3828,3377,M,49,4.1,4.21946,195.85,0,0,1,0,0,1946,192.9520645224005,2.8979354775995034,5.27734906011184,5.263323883185676,0.014025176926163674,190.176653053874,5.673346946126003,0.4216930162186021,0.0011175979660902181,0.014105290307279928,3.9801813697189395e-05
7463,7350,M,42,4.284,4.5157,211.67,0,0,1,0,0,3809,207.85008574809152,3.8199142519084717,5.355028458132079,5.319653808228369,0.03537464990370953,208.22163828155394,3.4483617184460513,0.25623471044832186,0.000544745422191786,0.005982091854361065,7.159122702234082e-06
2859,4372,M,36,4.126,4.11755,190.23,0,0,1,0,0,1454,187.018025782492,3.2119742175079864,5.24823386638005,5.239030396855352,0.009203469524698527,185.47538124071463,4.754618759285364,0.35328479464454915,0.0004535448337340234,0.007525468917884557,1.1329557667162502e-05
